Host;IPs;Grupos
3650-LUX-KIR-24-AB;10.231.235.9;UNIDADE INTERNACIONAL
N/A;;
3650-LUX-KIR-48-A;10.231.233.14;UNIDADE INTERNACIONAL
3650-LUX-KIR-48-B;10.231.233.15;UNIDADE INTERNACIONAL
3662_COR_BAN_AL_HOM;10.195.80.65;Migrados
3750-CTI-TELEMPRESA1;10.199.85.52;SWITCH, SWITCH\CISCO
3750-CTI-TELEMPRESA2;10.199.85.53;SWITCH, SWITCH\CISCO
3750-FWAL-01;10.195.1.14;SWITCH, SWITCH\CISCO
3750-FWAL-02;10.195.1.10;SWITCH, SWITCH\CISCO
3750-fwnc-01;10.206.248.17;SWITCH, SWITCH\CISCO
3750-fwnc-02;10.206.248.18;SWITCH, SWITCH\CISCO
3750-Gere-01;10.199.80.160;SWITCH, SWITCH\CISCO
3750-Gere-02;10.199.6.12;SWITCH, SWITCH\CISCO
3750-Gere-03;10.196.70.13;SWITCH, SWITCH\CISCO
3750-GERE-04;10.196.70.14;SWITCH, SWITCH\CISCO
3750-Gere-05;10.192.145.252;SWITCH, SWITCH\CISCO
3845-COR-BAN-CT-A;10.196.233.50;MigradosNok
3845-COR-BAN-CT-B;10.199.82.8;MigradosNok
3845-EMP-EXT-CT-A;10.199.82.6;Migrados
3845-EMP-EXT-CT-B;10.199.82.7;Migrados
3850-LUX-KIR-24-B;10.231.235.10;UNIDADE INTERNACIONAL
4948-COR-BAN-CT-D;10.197.60.146;SWITCH, SWITCH\CISCO
4948_SPB_HML_AL_B;10.184.140.2;SWITCH, SWITCH\CISCO
6509E_HM_PE_01;10.195.82.81;SWITCH, SWITCH\CISCO
7204_SPB_HML_AL_A;10.195.80.138;Migrados
ag-ise-log-202a;10.236.203.147;MigradosNok
ag-ise-log-202b;10.236.203.148;MigradosNok
ag-ise-mg-201a;10.236.203.145;MigradosNok
ag-ise-mg-201b;10.236.203.146;MigradosNok
ag-ise-psn-200a;10.236.203.141;MigradosNok
ag-ise-psn-200b;10.236.203.142;MigradosNok
ag-ise-psn-200c;10.236.203.143;MigradosNok
ag-ise-psn-200d;10.236.203.144;MigradosNok
ag-ise-psn-200e;10.236.156.67;MigradosNok
ag-ise-psn-200f;10.195.221.23;MigradosNok
AGEX-SDWAN-CAY-1A;10.231.195.1;UNIDADE INTERNACIONAL
AL-AG-CNS-2A;10.236.154.101;BackBone, F5 BIG-IP
AL-AG-CNS-2B;10.236.154.102;BackBone, F5 BIG-IP
AL-ALA-FW-AG-1A;10.195.213.216;BackBone, FORTINET\FIREWALL
AL-ALA-N7K;10.208.3.20;SWITCH, SWITCH\CISCO
AL-ALA-N7K-AG-1A;10.208.3.21;SWITCH, SWITCH\CISCO
AL-ALA-N7K-AG-2A;10.208.5.220;SWITCH, SWITCH\CISCO
AL-ALA-N7K-SDW-1A;10.208.5.222;SWITCH, SWITCH\CISCO
AL-ALB-FW-AG-1B;10.195.213.217;BackBone, FORTINET\FIREWALL
AL-ALB-N7K;10.208.3.23;SWITCH, SWITCH\CISCO
AL-ALB-N7K-AG-1B;10.208.3.24;SWITCH, SWITCH\CISCO
AL-ALB-N7K-AG-2B;10.208.5.224;SWITCH, SWITCH\CISCO
AL-ALB-N7K-SDW-1B;10.208.5.226;SWITCH, SWITCH\CISCO
AL-AT-SR-1A;10.195.81.25;SWITCH, SWITCH\CISCO
AL-AT-SR-1B;10.195.81.26;SWITCH, SWITCH\CISCO
AL-AT-SR-2A;10.195.81.50;SWITCH, SWITCH\CISCO
AL-AT-SR-2B;10.195.81.51;SWITCH, SWITCH\CISCO
AL-AX-NT-SR-1A;10.209.18.41;SWITCH, SWITCH\CISCO
AL-AX-NT-SR-1B;10.209.18.42;SWITCH, SWITCH\CISCO
AL-AX-NT-SW-1A;10.209.18.59;CARTOES
AL-AX-NT-SW-1B;10.209.18.60;CARTOES
AL-BC-BLD-PRD4-VC;10.195.172.248;CARTOES
AL-BC-BLD-PRD4-VC2;10.195.172.249;CARTOES
AL-BC-DMZ-SW-1Av;10.209.18.252;CARTOES, SWITCH, SWITCH\CISCO
AL-BC-DMZ-SW-1Bv;10.209.18.253;CARTOES, SWITCH, SWITCH\CISCO
AL-BC-FW-1A;10.199.27.18;CARTOES, CHECKPOINT/FIREWALL
AL-BC-FW-1B;10.199.27.19;CARTOES, CHECKPOINT/FIREWALL
AL-BC-FW-DES-1A;172.17.0.2;CARTOES, CHECKPOINT/FIREWALL
AL-BC-FW-DES-1B;172.17.0.3;CARTOES, CHECKPOINT/FIREWALL
AL-BC-PR-SW-1A;10.209.18.16;CARTOES, SWITCH, SWITCH\CISCO
AL-BC-PR-SW-1B;10.209.18.17;CARTOES, SWITCH, SWITCH\CISCO
AL-BC-SR-1Av;10.209.18.250;CARTOES, SWITCH, SWITCH\CISCO
AL-BC-SR-1Bv;10.209.18.251;CARTOES, SWITCH, SWITCH\CISCO
AL-BE-FW-01;10.195.75.158;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-BE-RTI-01;10.195.80.170;Migrados
AL-BE-SWE-1A;10.196.233.62;MigradosNok
AL-BE-SWI-1A;10.196.232.62;MigradosNok
AL-BK-LB-1A;10.236.155.45;CITRIX
AL-BK-LB-1B;10.236.155.48;CITRIX
AL-BK-SR-1AB;10.236.157.157;Migrados
AL-BK-SW-2AB;10.192.76.57;Migrados
AL-BK-SW-3AB;10.192.76.80;Migrados
AL-BK-SW-4AB;10.192.76.85;Migrados
AL-BK-SW-5AB;10.192.76.100;Migrados
AL-BK-SW-6AB;10.208.5.144;Migrados
AL-BK-SW-7AB;10.208.5.145;Migrados
AL-BK-SW-8A;10.236.155.46;Migrados
AL-BK-SW-8B;10.236.155.47;Migrados
AL-BK-SW-9AB;10.236.156.162;Migrados
AL-BK-SW-9B;10.236.156.163;MigradosNok
AL-BK-SW-10A;10.236.157.18;Migrados
AL-BK-SW-10B;10.236.157.19;Migrados
AL-BS-HIB-NSX-EDGE-1B;10.191.199.222;NSX_VM
AL-CC-BK-SW-1A;10.207.10.59;Migrados
AL-CC-LB-1A;10.236.157.200;BackBone, F5 BIG-IP
AL-CC-LB-1B;10.236.157.201;BackBone, F5 BIG-IP
AL-CC-SW-1A;10.207.10.51;SWITCH\HUAWEI
AL-CC-SW-1B;10.207.10.52;SWITCH\HUAWEI
AL-CC-SW-2A;10.207.10.53;SWITCH\HUAWEI
AL-CC-SW-2B;10.207.10.54;SWITCH\HUAWEI
AL-CC-SW-3A;10.207.10.55;SWITCH\CISCO
AL-CC-SW-3B;10.207.10.56;SWITCH\CISCO
AL-CE-FW-VOIP-1A;10.236.155.1;BackBone, FORTINET\FIREWALL
AL-CE-FW-VOIP-1B;10.236.155.3;BackBone, FORTINET\FIREWALL
AL-CE-RT-2A;10.195.81.42;MigradosNok
AL-CE-SR-1A;10.195.81.13;Migrados
AL-CE-SR-1B;10.195.81.14;Migrados
AL-CE-SR-2A;10.195.82.99;CARTOES
AL-CE-SR-2B;10.195.82.100;CARTOES
AL-CE-SW-1A;10.195.81.15;MigradosNok
AL-CE-SW-1B;10.195.81.16;MigradosNok
AL-CE-SW-2A;10.195.81.17;BackBone
AL-CE-SW-2B;10.195.81.18;BackBone
AL-CE-SW-3A;10.209.104.94;MigradosNok
AL-CE-SW-3B;10.209.104.95;MigradosNok
AL-CMF-FAZ-1B;10.195.213.168;MigradosNok
AL-CP-MPLS-RT-1A;10.195.62.67;Migrados
AL-CP-MPLS-RT-1B;10.195.62.77;Migrados
AL-CP-SR-1A;10.195.81.19;Migrados
AL-CP-SR-1B;10.195.81.20;Migrados
AL-CP-SR-2A;10.195.62.81;Migrados
AL-CP-SR-2B;10.195.62.82;Migrados
AL-CRT-BK-SR-1A;10.194.14.13;CARTOES
AL-CRT-BK-SR-1B;10.194.14.14;CARTOES
AL-CRT-BK-SW-1A;10.236.154.34;CARTOES
AL-CRT-BK-SW-1B;10.236.154.35;CARTOES
AL-CRT-BK-SW-2A;10.236.154.36;CARTOES
AL-CRT-BK-SW-2B;10.236.154.37;CARTOES
AL-CRT-BLD-BK-SW-8A;10.209.18.57;CARTOES
AL-CRT-BLD-NOC-SW-8A;10.209.18.34;CARTOES
AL-CRT-BLD-SW-2A;10.209.19.229;CARTOES
AL-CRT-DMZ-HO-FW-1A;10.209.18.87;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-DMZ-HO-FW-1B;10.209.18.88;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-DMZ-HO-SW-1A;10.209.18.45;CARTOES
AL-CRT-FI-1-A;10.209.18.208;CARTOES
AL-CRT-FI-1-B;10.209.18.209;CARTOES
AL-CRT-FI-2-A;10.209.18.240;CARTOES
AL-CRT-FI-2-B;10.209.18.241;CARTOES
AL-CRT-HB-SW-1A;10.209.18.22;CARTOES
AL-CRT-HC-HDES-SW-1A;10.209.18.61;CARTOES
AL-CRT-HC-NOC-SW-1A;10.209.18.65;CARTOES
AL-CRT-HDES-CE-SW-1A;10.209.18.182;CARTOES
AL-CRT-HDES-FW-1A;10.209.18.171;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-HDES-FW-1B;10.209.18.172;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-HDES-SW-1A;10.209.18.173;CARTOES
AL-CRT-HDES-SW-1B;10.209.18.174;CARTOES
AL-CRT-LB-1A;10.209.18.218;CARTOES, F5 BIG-IP
AL-CRT-LB-1B;10.209.18.219;CARTOES, F5 BIG-IP
AL-CRT-LB-2A;10.236.154.38;CARTOES, CITRIX
AL-CRT-LB-2B;10.236.154.39;CARTOES, CITRIX
AL-CRT-LB-BK-1A;10.236.154.38;CITRIX
AL-CRT-LB-BK-1B;10.236.154.39;CITRIX
AL-CRT-NOC-SR-1A;10.209.18.11;CARTOES
AL-CRT-NOCSOC-SW-1A;10.236.154.30;CARTOES
AL-CRT-NOCSOC-SW-1B;10.236.154.31;CARTOES
AL-CRT-NOCSOC-SW-2A;10.236.154.32;CARTOES
AL-CRT-NOCSOC-SW-2B;10.236.154.33;CARTOES
AL-CRT-NT-LB-1A;10.209.18.96;CARTOES, F5 BIG-IP
AL-CRT-NT-LB-1B;10.209.18.97;CARTOES, F5 BIG-IP
AL-CRT-SR-1A;10.209.18.98;CARTOES
AL-CRT-SR-1Av;10.209.18.248;CARTOES
AL-CRT-SR-1B;10.209.18.99;CARTOES
AL-CRT-SR-1Bv;10.209.18.249;CARTOES
AL-CRT-SW-1Av;10.209.18.238;CARTOES
AL-CRT-SW-1Bv;10.209.18.239;CARTOES
AL-CRT-SW-10A;10.236.157.174;CARTOES
AL-CRT-SW-10B;10.236.157.175;CARTOES
AL-CRT-SW-11A;10.236.157.176;CARTOES
AL-CRT-SW-11B;10.236.157.177;CARTOES
AL-CRT-TR-CE-SR-1Av;10.209.18.245;CARTOES
AL-CRT-TR-CE-SR-1Bv;10.209.18.246;CARTOES
AL-CRT-TR-CE-SW-1A;10.209.18.43;CARTOES
AL-CRT-TR-CE-SW-1B;10.209.18.44;CARTOES
AL-CRT-TR-FW-1A;10.209.18.232;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-TR-FW-1B;10.209.18.233;CARTOES, CHECKPOINT/FIREWALL
AL-CRT-TR-SR-1Av;10.209.18.243;CARTOES, SWITCH, SWITCH\CISCO
AL-CRT-TR-SR-1Bv;10.209.18.244;CARTOES, SWITCH, SWITCH\CISCO
AL-DC-CORP-BLF-1A;10.195.62.38;Migrados
AL-DC-CORP-BLF-1B;10.195.62.39;Migrados
AL-DC-CORP-FIN-01;10.195.62.47;MigradosNok
AL-DC-CORP-FIN-02;10.195.62.48;MigradosNok
AL-DC-CORP-FW-1A;10.195.62.100;ASA/FIREWALL, BackBone
AL-DC-CORP-FW-1B;10.195.62.102;ASA/FIREWALL
AL-DC-CORP-LEAF-1A;10.195.62.30;SWITCH\HUAWEI
AL-DC-CORP-LEAF-1B;10.195.62.31;SWITCH\HUAWEI
AL-DC-CORP-LEAF-2A;10.195.62.32;SWITCH\HUAWEI
AL-DC-CORP-LEAF-2B;10.195.62.33;SWITCH\HUAWEI
AL-DC-CORP-LEAF-3A;10.195.62.34;SWITCH\HUAWEI
AL-DC-CORP-LEAF-3B;10.195.62.35;SWITCH\HUAWEI
AL-DC-CORP-LEAF-4A;10.195.62.36;SWITCH\HUAWEI
AL-DC-CORP-LEAF-4B;10.195.62.37;SWITCH\HUAWEI
AL-DC-CORP-LEAF-7A;10.195.62.40;SWITCH\HUAWEI
AL-DC-CORP-LEAF-7B;10.195.62.41;SWITCH\HUAWEI
AL-DC-CORP-LEAF-8A;10.195.62.42;SWITCH\HUAWEI
AL-DC-CORP-LEAF-8B;10.195.62.43;SWITCH\HUAWEI
AL-DC-CORP-LEAF-9A;10.195.62.49;SWITCH\HUAWEI
AL-DC-CORP-LEAF-10A;10.195.62.112;SWITCH\HUAWEI
AL-DC-CORP-LEAF-10B;10.195.62.113;SWITCH\HUAWEI
AL-DC-CORP-LEAF-50;10.195.62.50;SWITCH\HUAWEI
AL-DC-CORP-RT-1A;10.195.62.26;CLOUD, Roteadores de Borda
AL-DC-CORP-RT-1B;10.195.62.27;CLOUD, Roteadores de Borda
AL-DC-CORP-SDN-01;10.195.62.44;MigradosNok
AL-DC-CORP-SDN-02;10.195.62.45;MigradosNok
AL-DC-CORP-SDN-03;10.195.62.46;MigradosNok
AL-DC-CORP-SPINE-1A;10.195.62.28;Migrados
AL-DC-CORP-SPINE-1B;10.195.62.29;Migrados
AL-DC-CORP-SWB-1A;10.236.157.145;Migrados
AL-DC-CORP-SWB-1B;10.236.157.146;Migrados
AL-DC-CP-FI-01-A;10.208.5.44;UCS
AL-DC-CP-FI-01-B;10.208.5.45;UCS
AL-DC-CP-SR-01A;10.208.5.171;SWITCH\CISCO
AL-DC-CP-SR-01B;10.208.5.172;SWITCH\CISCO
AL-DC-CP-SW-01A;10.208.5.173;SWITCH\CISCO
AL-DC-CP-SW-01B;10.208.5.174;SWITCH\CISCO
AL-DC-CP-SW-02A;10.195.62.51;SWITCH\CISCO
AL-DC-CP-SW-02B;10.195.62.52;SWITCH\CISCO
AL-DC-F5-10A;10.208.4.85;BackBone, F5 BIG-IP
AL-DC-F5-10B;10.208.4.86;BackBone, F5 BIG-IP
AL-DC-FI-10-A;10.209.110.201;UCS
AL-DC-FI-10-B;10.209.110.202;UCS
AL-DC-FI-10AB;10.209.110.203;UCS
AL-DC-FI-30-A;10.209.107.195;UCS
AL-DC-FI-30-B;10.209.107.196;UCS
AL-DC-FI-30AB;10.209.108.44;UCS
AL-DC-FI-31-A;10.208.0.21;UCS
AL-DC-FI-31AB;10.208.0.20;UCS
AL-DC-FI-31B;10.208.0.22;UCS
AL-DC-FI-32-A;10.208.7.15;UCS
AL-DC-FI-32-B;10.208.7.16;UCS
AL-DC-FI-32AB;10.208.7.17;UCS
AL-DC-FI1-10-A;10.208.3.132;Migrados
AL-DC-FI1-10-AB;10.208.3.131;Migrados
AL-DC-FI1-10-B;10.208.3.133;Migrados
AL-DC-FW-10A;10.221.40.17;SWITCH\CISCO
AL-DC-FW-10B;10.221.40.18;SWITCH\CISCO
AL-DC-FW-20A;10.221.40.134;SWITCH\CISCO
AL-DC-FW-20B;10.221.40.135;SWITCH\CISCO
AL-DC-GSLB-20A;10.209.111.51;BackBone, CITRIX
AL-DC-GSLB-20B;10.209.111.52;BackBone, CITRIX
AL-DC-GSLB-21A;10.236.154.22;BackBone, CITRIX
AL-DC-GSLB-21B;10.236.154.23;BackBone, CITRIX
AL-DC-GSS-1A;10.221.8.11;ACE, BackBone
AL-DC-HIB-NSX-EDGE-1A;10.191.199.220;NSX_VM
AL-DC-HIB-NSX-EDGE-1B;10.191.199.221;NSX_VM
AL-DC-LB-30A;10.209.109.140;BackBone, CITRIX
AL-DC-LB-30B;10.209.109.141;BackBone, CITRIX
AL-DC-LB-42A;10.208.2.156;BackBone, F5 BIG-IP
AL-DC-LB-70A;10.236.156.136;BackBone, F5 BIG-IP
AL-DC-LB-70B;10.236.156.137;BackBone, F5 BIG-IP
AL-DC-NSX-EDGE-OCP-1A;10.236.158.144;NSX_VM
AL-DC-NSX-EDGE-OCP-1B;10.236.158.143;NSX_VM
AL-DC-NSX-Edge-OCP-1B;10.236.158.143;NSX_VM
AL-DC-PIR-FW-1A;10.223.184.100;FORTINET\FIREWALL, Pirituba
AL-DC-PIR-FW-1B;10.223.184.101;FORTINET\FIREWALL, Pirituba
AL-DC-PIR-FW-2A;10.223.184.102;FORTINET\FIREWALL, Pirituba
AL-DC-PIR-FW-2B;10.223.184.103;FORTINET\FIREWALL, Pirituba
AL-DC-SR-1A;10.221.40.9;Router e 6500
AL-DC-SR-1B;10.221.40.10;Router e 6500
AL-DC-SR-10A;10.221.40.15;Router e 6500
AL-DC-SR-10B;10.221.40.16;Router e 6500
AL-DC-SR-20A;10.221.40.132;Migrados
AL-DC-SR-20B;10.221.40.133;Migrados
AL-DC-SR-30A;10.193.108.110;Migrados
AL-DC-SR-40A;10.206.254.130;Migrados
AL-DC-SR-70A_B;10.208.6.61;Migrados
AL-DC-SW-2AB;10.221.40.49;SWITCH\CISCO
AL-DC-SW-4AB;10.221.40.51;SWITCH\CISCO
AL-DC-SW-10A;10.221.40.61;SWITCH\CISCO
AL-DC-SW-10B;10.221.40.62;SWITCH\CISCO
AL-DC-SW-30A;10.193.108.112;SWITCH\HP
AL-DC-SW-50AB;10.221.40.168;SWITCH\CISCO
AL-DC-SW-51AB;10.221.40.169;SWITCH\CISCO
AL-DC-SW-71A_B;10.208.6.62;SWITCH\HUAWEI
AL-DC-SW-72A_B;10.208.6.240;SWITCH\HUAWEI
AL-DC-SW-73A_B;10.208.7.156;SWITCH\HUAWEI
AL-DC-SW-402A;10.221.40.52;SWITCH\CISCO
AL-DC-SWB-3001A;10.236.158.49;Migrados
AL-DC-SWB-3001B;10.236.158.50;Migrados
AL-DC-SWB-3002A;10.236.158.55;Migrados
AL-DC-SWB-3002B;10.236.158.56;Migrados
AL-DC-SWB-3003A;10.236.158.60;Migrados
AL-DC-SWB-3003B;10.236.158.61;Migrados
AL-DC-TERA-SW-1A;10.208.4.126;Migrados
AL-DV-SR-1A;10.195.81.27;Migrados
AL-DV-SR-1B;10.195.81.28;Migrados
AL-DV-SR-DDSP1;10.243.148.5;Migrados
AL-DV-SW-1A;10.193.48.6;Migrados
AL-EE-FW-01;10.192.5.34;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-EE-RTE-01;10.195.82.72;MigradosNok
AL-EE-SWE-03;10.195.82.115;MigradosNok
AL-ESC-FW-1A;10.195.213.164;BackBone, FORTINET\FIREWALL
AL-ESC-SWE-1A;10.195.213.77;Migrados
AL-ESC-SWI-1A;10.195.213.165;MigradosNok
AL-EXT-FW-1A;10.197.60.154;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-EXT-SCRT-L2L-A;10.195.62.110;Migrados
AL-EXT-SCRT-L2L-B;10.195.62.111;Migrados
AL-EXT-SWE-1A;10.236.153.2;SWITCH
AL-EXT-SWI-1A;10.236.153.1;SWITCH
AL-GR-FW-2A;10.221.38.3;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-GR-SW-1A;10.221.40.225;MigradosNok
AL-HB-LB-1A;10.191.193.130;F5 BIG-IP
AL-HB-LB-1B;10.191.193.131;F5 BIG-IP
AL-HE-SRE-01;10.195.19.97;Migrados
AL-HIB-NSX-EDGE-1A;10.191.199.214;NSX_VM
AL-HIB-NSX-EDGE-1B;10.191.199.215;NSX_VM
AL-HIB-NSX-EDGE-2A;10.191.199.216;NSX_VM
AL-HIB-NSX-EDGE-2B;10.191.199.217;NSX_VM
AL-HM-BK-SW-ECM;10.192.76.40;Homologação, Migrados
AL-HM-FI1-A;10.208.1.12;Homologação, Migrados
AL-HM-FI1-B;10.208.1.13;Homologação, Migrados
AL-HM-FW-3A;10.208.1.249;ASA/FIREWALL, Homologação
AL-HM-FW-3B;10.208.1.250;ASA/FIREWALL, Homologação
AL-HM-FW-20A;10.195.16.98;ASA/FIREWALL, Homologação
AL-HM-LB-1A;10.195.62.83;F5 BIG-IP, Homologação
AL-HM-LB-1B;10.195.62.84;BackBone, Homologação
AL-HM-LB-2A;10.208.5.214;CITRIX, Homologação
AL-HM-NOCSOC-SW-1A;10.193.108.4;Homologação, Migrados
AL-HM-NOCSOC-SW-2A;10.193.108.32;Homologação, Migrados
AL-HM-NOCSOC-SW-3A;10.192.58.22;Homologação, Migrados
AL-HM-NOCSOC-SW-4A;10.193.108.50;Homologação, Migrados
AL-HM-NOCSOC-SW-5A;10.193.108.55;Homologação, Migrados
AL-HM-NOCSOC-SW-6A;10.193.108.100;Homologação, Migrados
AL-HM-NOCSOC-SW-6B;10.193.108.101;Homologação, Migrados
AL-HM-NOCSOC-SW-7A;10.193.108.107;Homologação, Migrados
AL-HM-NOCSOC-SW-7B;10.193.108.108;Homologação, Migrados
AL-HM-NOCSOC-SW-9A;10.193.108.20;Homologação, Migrados
AL-HM-NOCSOC-SW-10A;10.192.58.110;Homologação, Migrados
AL-HM-NOCSOC-SW-11A;10.193.108.116;Homologação, Migrados
AL-HM-NOCSOC-SW-11B;10.193.108.117;Homologação, Migrados
AL-HM-NOCSOC-SW-12A;10.193.108.160;Homologação, Migrados
AL-HM-NOCSOC-SW-12B;10.193.108.161;Homologação, Migrados
AL-HM-NOCSOC-SW-13A_NAO_PINGA;10.236.153.23;Homologação
AL-HM-NOCSOC-SW-13B;10.236.153.24;Homologação, SWITCH
AL-HM-NOCSOC-SW-15AB;10.193.108.179;Homologação, Migrados
AL-HM-NOCSOC-SW-ECM;10.192.58.79;Homologação, Migrados
AL-HM-NOCSOC-SW-VB1A;10.195.23.244;Homologação, Migrados
AL-HM-NOCSOC-SW-VB1B;10.195.23.245;Homologação, Migrados
AL-HM-SR-2A;10.195.80.155;Homologação, Migrados
AL-HM-SR-2B;10.195.80.159;Homologação, Router e 6500
AL-HM-SW-1AB;10.193.108.1;Homologação, Migrados
AL-HM-SW-2A;10.193.108.2;Homologação, Migrados
AL-HM-SW-3AB;10.193.108.3;Homologação, Migrados
AL-HM-SW-4A;10.192.58.33;Homologação, Migrados
AL-HM-SW-5A;10.192.58.20;Homologação, Migrados
AL-HM-SW-6A;10.192.58.21;Homologação, Migrados
AL-HM-SW-7A;10.192.58.55;Homologação, Migrados
AL-HM-SW-8A;10.192.58.56;Homologação, Migrados
AL-HM-SW-10A;10.208.5.116;Homologação, Migrados
AL-HM-SW-10B;10.208.5.117;Homologação, Migrados
AL-HM-SW-11AB;10.208.5.193;Homologação, Migrados
AL-HM-TT-SR-ECM;10.195.80.225;Homologação, Migrados
AL-HMC-SW-1A_NAO_PINGA;10.236.153.146;Migrados
AL-HMC-SW-1B_NAO_PINGA;10.236.153.147;Migrados
AL-HYD-N9K-1A;10.208.1.155;Migrados
AL-HYD-N9K-1B;10.208.1.156;Migrados
AL-HYD-N9K-2A;10.208.1.157;Migrados
AL-HYD-N9K-2B;10.208.1.158;Migrados
AL-IDA-N9K-1A;10.238.129.148;Migrados
AL-IDA-N9K-1B;10.238.129.149;Migrados
AL-IE-NSX-EDGE-OCP-1A;10.236.153.136;NSX_VM
AL-IE-NSX-EDGE-OCP-1B;10.236.153.137;NSX_VM
al-ise-psn-100a;10.236.156.69;MigradosNok
AL-IT-AM-C0-RT-100B;10.214.112.154;Roteadores de Borda
AL-IT-AM-C0-SR-121A;10.214.112.155;Nexus Alpha
AL-IT-AM-C0-SR-121B;10.214.112.156;Nexus Alpha
AL-IT-AM-C1-FW-101A;10.214.112.123;ASA/FIREWALL
AL-IT-AM-C1-FW-122A;10.214.112.183;ASA/FIREWALL
AL-IT-AM-C1-FW-122B;10.214.112.184;ASA/FIREWALL
AL-IT-AM-C1-V-FW-115A;10.214.112.130;ASA/FIREWALL
AL-IT-AM-CM-BC-103A;10.214.112.125;F5 BIG-IP
AL-IT-AM-CM-BC-103B;10.214.112.167;F5 BIG-IP
AL-IT-AM-CM-FW-102A;10.214.112.122;CHECKPOINT/FIREWALL
AL-IT-AM-CM-FW-120A;10.214.124.61;CHECKPOINT/VPN_SITE
AL-IT-AM-CM-FW-120B;10.214.124.62;CHECKPOINT/VPN_SITE
AL-IT-AM-CM-FW-124A;10.214.112.173;PALOALTO/FIREWALL
AL-IT-AM-CM-FW-124B;10.214.112.174;PALOALTO/FIREWALL
AL-IT-AM-CM-FW-V-107A;10.214.112.132;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-AM-CM-FW-V-108A;10.214.112.133;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-AM-CM-FW-V-109A;10.195.43.33;CHECKPOINT/FIREWALL, VPN_TOTAL_CheckPoint
AL-IT-AM-CM-SR-106A;10.214.112.119;Migrados
AL-IT-AM-CM-SR-106B;10.214.112.120;Migrados
AL-IT-AM-CM-SW-104A;10.214.112.111;Nexus
AL-IT-AM-CM-SW-104B;10.214.112.112;Nexus
AL-IT-AM-CM-SW-104C;10.214.112.113;Nexus
AL-IT-AM-CM-SW-104D;10.214.112.114;Nexus
AL-IT-AM-CM-SW-104E;10.214.112.157;Nexus
AL-IT-AM-CM-SW-104F;10.214.112.158;Nexus
AL-IT-AM-CM-V-BC-107A;10.214.112.127;F5 BIG-IP
AL-IT-AM-CM-V-BC-107B;10.214.112.168;F5 BIG-IP
AL-IT-AM-CM-V-BC-126A;10.214.112.187;F5 BIG-IP
AL-IT-AM-CM-V-BC-126B;10.214.112.188;F5 BIG-IP
AL-IT-AM-CM-V-BC-128A;10.214.112.195;F5 BIG-IP
AL-IT-AM-CM-V-BC-128B;10.214.112.196;F5 BIG-IP
AL-IT-AM-CM-V-BS-125A;10.214.112.185;F5 BIG-IP
AL-IT-AM-CM-V-BS-125B;10.214.112.186;F5 BIG-IP
AL-IT-AM-CM-V-BS-127A;10.214.112.189;F5 BIG-IP
AL-IT-AM-CM-V-BS-127B;10.214.112.190;F5 BIG-IP
AL-IT-AM-LOS-V-BC-114A;10.214.112.143;F5 BIG-IP, Losango
AL-IT-AM-LOS-V-FW-116A;10.214.112.144;ASA/FIREWALL
AL-IT-AM-LOSVPN-V-FW-117A;10.214.112.145;ASA/FIREWALL
AL-IT-AM-VPN-FW-123A;10.214.112.177;ASA\VPN_CLIENT
AL-IT-AM-VPN-FW-123B;10.214.112.178;ASA\VPN_CLIENT
AL-IT-AM-VPN-FW-123C;10.214.112.179;ASA\VPN_CLIENT
AL-IT-AM-VPN-FW-123D;10.214.112.180;ASA\VPN_CLIENT
AL-IT-AM-VPN-FW-123E;10.214.112.181;ASA\VPN_CLIENT
AL-IT-AM-VPN-FW-123F;10.214.112.182;ASA\VPN_CLIENT
AL-IT-BK-SR-001-A;10.214.116.19;Migrados
AL-IT-BK-ST-003-A;10.214.116.109;Migrados
AL-IT-BKGR-SR-001-A;10.214.116.108;Migrados
AL-IT-C0-RT-002-A;10.214.112.1;Roteadores de Borda
AL-IT-C1-BC-003-A;10.214.112.89;F5 BIG-IP
AL-IT-C1-FW-001-A;10.214.112.2;ASA/FIREWALL
AL-IT-C1-FW-001-A_Corretora;10.214.112.7;ASA/FIREWALL
AL-IT-C1-FW-001-A_IE;10.214.112.5;ASA/FIREWALL
AL-IT-C1-FW-003-A;10.214.112.82;ASA/FIREWALL
AL-IT-C1-SR-003-A;10.214.112.76;SWITCH\CISCO
AL-IT-C1-ST-003-A;10.214.112.81;SWITCH\CISCO
AL-IT-C1-ST-005-A;10.214.112.78;SWITCH\CISCO
AL-IT-C1-ST-006-A;10.214.112.83;SWITCH\CISCO
AL-IT-C1-V-BC-004-A;10.214.112.92;F5 BIG-IP
